Ensembl ID(supplied by Ensembl)	Ensembl gene ID	Approved symbol	Previous symbols	Synonyms
ENSG00000239732	ENSG00000239732	TLR9		CD289
ENSG00000174123	ENSG00000174123	TLR10		CD290
ENSG00000234512	ENSG00000234512	TLR12P		
		TLX		
ENSG00000107807	ENSG00000107807	TLX1	TCL3, HOX11	
ENSG00000236311	ENSG00000236311	TLX1NB		TD1, TDI, APT-B7
ENSG00000115297	ENSG00000115297	TLX2	HOX11L1	Enx, Tlx2, NCX
ENSG00000164438	ENSG00000164438	TLX3	HOX11L2	RNX
ENSG00000162604	ENSG00000162604	TM2D1		BBP
ENSG00000169490	ENSG00000169490	TM2D2		BLP1
ENSG00000184277	ENSG00000184277	TM2D3		BLP2, FLJ22604
ENSG00000169908	ENSG00000169908	TM4SF1	M3S1	L6
ENSG00000240541	ENSG00000240541	TM4SF1-AS1		
ENSG00000169903	ENSG00000169903	TM4SF4		il-TMP
ENSG00000142484	ENSG00000142484	TM4SF5		
ENSG00000163762	ENSG00000163762	TM4SF18		L6D
ENSG00000145107	ENSG00000145107	TM4SF19		
ENSG00000235897	ENSG00000235897	TM4SF19-AS1		
ENSG00000273331	ENSG00000273331	TM4SF19-TCTEX1D2		
ENSG00000168955	ENSG00000168955	TM4SF20		FLJ22800, TCCE518
ENSG00000136404	ENSG00000136404	TM6SF1		
ENSG00000213996	ENSG00000213996	TM6SF2		Lpr4
ENSG00000149809	ENSG00000149809	TM7SF2		ANG1, DHCR14A, NET47
ENSG00000064115	ENSG00000064115	TM7SF3		
ENSG00000100926	ENSG00000100926	TM9SF1		MP70, HMP70
ENSG00000125304	ENSG00000125304	TM9SF2		P76
ENSG00000077147	ENSG00000077147	TM9SF3		SMBP
ENSG00000101337	ENSG00000101337	TM9SF4		KIAA0255, dJ836N17.2
ENSG00000232112	ENSG00000232112	TMA7	CCDC72	HSPC016
ENSG00000198498	ENSG00000198498	TMA16	C4orf43	FLJ11184
ENSG00000255265	ENSG00000255265	TMA16P1		
ENSG00000232467	ENSG00000232467	TMA16P2		
ENSG00000135926	ENSG00000135926	TMBIM1		PP1201, RECS1, LFG3
ENSG00000155957	ENSG00000155957	TMBIM4		CGI-119, S1R, ZPRO, LFG4, GAAP
ENSG00000139644	ENSG00000139644	TMBIM6	TEGT	BI-1, BAXI1
ENSG00000230927	ENSG00000230927	TMBIM7P		
ENSG00000165091	ENSG00000165091	TMC1	DFNA36, DFNB7, DFNB11	
ENSG00000149488	ENSG00000149488	TMC2	C20orf145	dJ686C3.3
ENSG00000188869	ENSG00000188869	TMC3		
ENSG00000259343	ENSG00000259343	TMC3-AS1		
ENSG00000167608	ENSG00000167608	TMC4		
ENSG00000103534	ENSG00000103534	TMC5		FLJ13593
ENSG00000141524	ENSG00000141524	TMC6	EVER1	LAK-4P, EVIN1
ENSG00000170537	ENSG00000170537	TMC7		FLJ21240
ENSG00000167895	ENSG00000167895	TMC8	EVER2	EVIN2
ENSG00000172765	ENSG00000172765	TMCC1		KIAA0779
ENSG00000271270	ENSG00000271270	TMCC1-AS1		
ENSG00000253318	ENSG00000253318	TMCC1P1	TMCC1P	
ENSG00000133069	ENSG00000133069	TMCC2		HUCEP11, FLJ38497
ENSG00000057704	ENSG00000057704	TMCC3		KIAA1145
ENSG00000143183	ENSG00000143183	TMCO1	TMCC4	HP10122
ENSG00000224358	ENSG00000224358	TMCO1-AS1		
ENSG00000188800	ENSG00000188800	TMCO2		dJ39G22.2
ENSG00000150403	ENSG00000150403	TMCO3	C13orf11	FLJ20623
ENSG00000162542	ENSG00000162542	TMCO4		DKFZp686C23231
ENSG00000166069	ENSG00000166069	TMCO5A	TMCO5	MGC35118
ENSG00000215296	ENSG00000215296	TMCO5B		
ENSG00000113119	ENSG00000113119	TMCO6		FLJ39769, PRO1580
ENSG00000284730	ENSG00000284730	TMDD1	C12orf81	hCG1648055
ENSG00000099203		TMED1		ST2L, MGC1270, IL1RL1LG, Il1rl1l, p24gamma1, p24g1
ENSG00000086598	ENSG00000086598	TMED2		RNP24, P24A, p24beta1, p24b1
	ENSG00000247373	TMED2-DT		
ENSG00000166557	ENSG00000166557	TMED3	C15orf22	p24B, p24gamma4, p24g4
ENSG00000158604	ENSG00000158604	TMED4		HNLF, p24alpha3, p24a3
ENSG00000117500	ENSG00000117500	TMED5		CGI-100, p24g2, p24gamma2
ENSG00000157315	ENSG00000157315	TMED6		MGC23911, p24gamma5, p24g5
ENSG00000134970	ENSG00000134970	TMED7		CGI-109, FLJ90481, p24gamma3, p24g3
ENSG00000251201	ENSG00000251201	TMED7-TICAM2		
ENSG00000100580		TMED8	FAM15B	
ENSG00000184840	ENSG00000184840	TMED9		HSGP25L2G, p24alpha2, p24a2
ENSG00000170348	ENSG00000170348	TMED10		TMP21, P24(DELTA), p24d1, p24delta1, p23
ENSG00000254618	ENSG00000254618	TMED10P1	TMED10P	Tmp21-II
ENSG00000239405	ENSG00000239405	TMED10P2		
ENSG00000215367	ENSG00000215367	TMED11P		p24alpha1, p24a1
ENSG00000241697	ENSG00000241697	TMEFF1	C9orf2	H7365, CT120.1
ENSG00000144339	ENSG00000144339	TMEFF2		TENB2, HPP1, TR, TPEF, CT120.2
		TMEM6		
ENSG00000137103	ENSG00000137103	TMEM8B	C9orf127	NAG-5, NGX6, NGX6a
ENSG00000116857	ENSG00000116857	TMEM9		TMEM9A
ENSG00000175348	ENSG00000175348	TMEM9B	C11orf15	
ENSG00000254860	ENSG00000254860	TMEM9B-AS1	C11orf18	
ENSG00000178307		TMEM11	C17orf35	PMI, PM1
		TMEM13		
ENSG00000096092	ENSG00000096092	TMEM14A		PTD011, C6orf73
ENSG00000137210	ENSG00000137210	TMEM14B		MGC1223
ENSG00000111843	ENSG00000111843	TMEM14C	C6orf53	HSPC194, bA421M1.6, NET26
ENSG00000214881	ENSG00000214881	TMEM14DP	TMEM14D	bA524O24.3
ENSG00000221962	ENSG00000221962	TMEM14EP	TMEM14E	
ENSG00000186889	ENSG00000186889	TMEM17		FLJ34583
ENSG00000151353	ENSG00000151353	TMEM18		DKFZp434C1714, lncND
	ENSG00000233296	TMEM18-DT		AC092159.2
ENSG00000139291	ENSG00000139291	TMEM19		FLJ10936
ENSG00000149582	ENSG00000149582	TMEM25		FLJ14399
ENSG00000196932	ENSG00000196932	TMEM26		MGC35010, Em:AC068892.1
ENSG00000237233	ENSG00000237233	TMEM26-AS1		
ENSG00000112697	ENSG00000112697	TMEM30A	C6orf67	FLJ10856, CDC50A
ENSG00000182107	ENSG00000182107	TMEM30B		CDC50B
ENSG00000235156	ENSG00000235156	TMEM30CP	TMEM30C	CDC50C
ENSG00000179363	ENSG00000179363	TMEM31		MGC39655
ENSG00000109133	ENSG00000109133	TMEM33		FLJ10525, Pom33
ENSG00000126950	ENSG00000126950	TMEM35A	TMEM35	FLJ14084
ENSG00000243749	ENSG00000243749	TMEM35B	ZMYM6NB	
ENSG00000171227	ENSG00000171227	TMEM37		PR1, PR
ENSG00000072954	ENSG00000072954	TMEM38A		MGC3169, TRIC-A
ENSG00000095209	ENSG00000095209	TMEM38B	C9orf87	FLJ10493, bA219P18.1, D4Ertd89e, TRIC-B
ENSG00000176142	ENSG00000176142	TMEM39A		FLJ10902
ENSG00000121775	ENSG00000121775	TMEM39B		FLJ10315
ENSG00000088726	ENSG00000088726	TMEM40		FLJ11036
ENSG00000163900	ENSG00000163900	TMEM41A		MGC15397
ENSG00000166471	ENSG00000166471	TMEM41B		KIAA0033
ENSG00000169964	ENSG00000169964	TMEM42		MGC29956
ENSG00000170876	ENSG00000170876	TMEM43	ARVD5	MGC3222, DKFZp586G1919, LUMA
ENSG00000145014	ENSG00000145014	TMEM44		DKFZp686O18124
ENSG00000231770	ENSG00000231770	TMEM44-AS1		
ENSG00000181458	ENSG00000181458	TMEM45A		FLJ10134, DERP7
ENSG00000151715		TMEM45B		BC016153, FLJ40787
ENSG00000147027	ENSG00000147027	TMEM47	TM4SF10	BCMP1, DKFZP761J17121, DKFZp564E153, VAB-9
ENSG00000183726	ENSG00000183726	TMEM50A		SMP1
ENSG00000142188	ENSG00000142188	TMEM50B	C21orf4	
ENSG00000171729	ENSG00000171729	TMEM51	C1orf72	FLJ10199
ENSG00000175147	ENSG00000175147	TMEM51-AS1	C1orf126	FLJ23703
ENSG00000178821	ENSG00000178821	TMEM52		
ENSG00000165685	ENSG00000165685	TMEM52B	C12orf59	FLJ31166
ENSG00000126106	ENSG00000126106	TMEM53		FLJ22353, NET4
ENSG00000121900	ENSG00000121900	TMEM54		CAC-1
ENSG00000116209	ENSG00000116209	TMEM59	C1orf8	HSPC001
	ENSG00000105696	TMEM59L	C19orf4	BSMAP
ENSG00000135211	ENSG00000135211	TMEM60	C7orf35	DC32
ENSG00000143001	ENSG00000143001	TMEM61		
ENSG00000137842	ENSG00000137842	TMEM62		FLJ23375
ENSG00000196187	ENSG00000196187	TMEM63A	KIAA0792	
ENSG00000137216	ENSG00000137216	TMEM63B	C6orf110	DKFZp434P0531, dJ421H19.2
ENSG00000165548	ENSG00000165548	TMEM63C	C14orf171	DKFZp434P0111, CSC1, hsCSC1
ENSG00000180694	ENSG00000180694	TMEM64		DKFZp762C1112
ENSG00000164983	ENSG00000164983	TMEM65		
ENSG00000164953	ENSG00000164953	TMEM67	MKS3	MGC26979, JBTS6, NPHP11
ENSG00000167904	ENSG00000167904	TMEM68		FLJ32370
ENSG00000159596	ENSG00000159596	TMEM69	C1orf154	FLJ21029
ENSG00000175606	ENSG00000175606	TMEM70		FLJ20533
ENSG00000165071	ENSG00000165071	TMEM71		FLJ33069
ENSG00000187783	ENSG00000187783	TMEM72	C10orf127	bA285G1.3, KSP37
ENSG00000224812	ENSG00000224812	TMEM72-AS1		
ENSG00000164841	ENSG00000164841	TMEM74		FLJ30668, NET36
ENSG00000125895	ENSG00000125895	TMEM74B	C20orf46	FLJ11190
ENSG00000280055	ENSG00000280055	TMEM75		FLJ36105
ENSG00000177800	ENSG00000177800	TMEM78		FLJ40168
ENSG00000163472	ENSG00000163472	TMEM79		MGC13102, FLJ16057, FLJ32254, MATT
ENSG00000177042	ENSG00000177042	TMEM80		FLJ38216
ENSG00000174529	ENSG00000174529	TMEM81		UNQ2788, MGC75217, HC3107, KVLA2788
ENSG00000162460	ENSG00000162460	TMEM82		
ENSG00000151117		TMEM86A		FLJ90119
ENSG00000180089		TMEM86B		MGC30208
ENSG00000103978		TMEM87A		DKFZP564G2022
ENSG00000153214	ENSG00000153214	TMEM87B		FLJ14681
ENSG00000167874		TMEM88		MGC71744, FLJ20025
ENSG00000205116	ENSG00000205116	TMEM88B		
ENSG00000183396	ENSG00000183396	TMEM89		
		TMEM91		FLJ27310, IFITMD6, DSPC3
ENSG00000167105		TMEM92		FLJ33318
ENSG00000251179	ENSG00000251179	TMEM92-AS1		RP11-893F2.9, lncRNA-508851, TCONS_00025237
ENSG00000177728	ENSG00000177728	TMEM94	KIAA0195	
ENSG00000182896	ENSG00000182896	TMEM95		MGC129793, UNQ9390
ENSG00000109084	ENSG00000109084	TMEM97		MAC30
ENSG00000234030	ENSG00000234030	TMEM97P1		
ENSG00000253866	ENSG00000253866	TMEM97P2		
ENSG00000006042	ENSG00000006042	TMEM98		DKFZP564K1964
ENSG00000167920	ENSG00000167920	TMEM99		MGC21518
ENSG00000166292		TMEM100		FLJ10970, FLJ37856
ENSG00000091947		TMEM101		MGC4251, FLJ23987
ENSG00000181284	ENSG00000181284	TMEM102		FLJ36878, CBAP
ENSG00000109066		TMEM104		FLJ20255, FLJ00021
		TMEM105		FLJ38792
ENSG00000184988	ENSG00000184988	TMEM106A		MGC20235
ENSG00000106460	ENSG00000106460	TMEM106B		MGC33727, FLJ11273
ENSG00000134291	ENSG00000134291	TMEM106C		MGC5576
ENSG00000179029		TMEM107		MGC10744
ENSG00000144868	ENSG00000144868	TMEM108		MGC3040, CT124
ENSG00000251011	ENSG00000251011	TMEM108-AS1		
ENSG00000110108		TMEM109		MGC5508
ENSG00000232258	ENSG00000232258	TMEM114		
ENSG00000126062	ENSG00000126062	TMEM115		PL6
ENSG00000198270	ENSG00000198270	TMEM116		FLJ90167
ENSG00000139173	ENSG00000139173	TMEM117		DKFZp434K2435
ENSG00000183160		TMEM119		
ENSG00000189077	ENSG00000189077	TMEM120A		TMPIT, NET29
ENSG00000188735	ENSG00000188735	TMEM120B		
ENSG00000184986	ENSG00000184986	TMEM121		MGC4659, hole, TMEM121A
ENSG00000183307	ENSG00000183307	TMEM121B	CECR6	
ENSG00000152558	ENSG00000152558	TMEM123		PORIMIN, KCT3
ENSG00000179178	ENSG00000179178	TMEM125		MGC17299
ENSG00000171202	ENSG00000171202	TMEM126A		DKFZp586C1924, OPA7
ENSG00000171204		TMEM126B		HT007
ENSG00000135956	ENSG00000135956	TMEM127		FLJ20507, FLJ22257
ENSG00000132406	ENSG00000132406	TMEM128		MGC13159
ENSG00000168936	ENSG00000168936	TMEM129		D4S2561E
ENSG00000166448	ENSG00000166448	TMEM130		DKFZp761L1417, FLJ42643
ENSG00000075568	ENSG00000075568	TMEM131		CC28, YR-23, RW1, KIAA0257, PRO1048
ENSG00000121210	ENSG00000121210	TMEM131L	KIAA0922	DKFZp586H1322
ENSG00000006118	ENSG00000006118	TMEM132A	HSPA5BP1	GBP, FLJ20539
ENSG00000139364		TMEM132B		KIAA1906, KIAA1786
ENSG00000181234		TMEM132C		DKFZp761O2018, PPP1R152
ENSG00000151952	ENSG00000151952	TMEM132D		KIAA1944, MOLT, PPP1R153
ENSG00000249196	ENSG00000249196	TMEM132D-AS1		LOC283352, RP11-669N7.2
ENSG00000256699	ENSG00000256699	TMEM132D-AS2		
ENSG00000181291	ENSG00000181291	TMEM132E		DFNB99
		TMEM133		AD031
ENSG00000172663	ENSG00000172663	TMEM134		FLJ21749
ENSG00000166575	ENSG00000166575	TMEM135		FLJ22104
		TMEM137		MGC15912
ENSG00000149483	ENSG00000149483	TMEM138		HSPC196, JBTS16
ENSG00000178826	ENSG00000178826	TMEM139		FLJ90586
ENSG00000146859	ENSG00000146859	TMEM140		FLJ11000
ENSG00000244187	ENSG00000244187	TMEM141		MGC14141
ENSG00000161558		TMEM143		FLJ10922
ENSG00000164124	ENSG00000164124	TMEM144		FLJ11155
ENSG00000167619		TMEM145		FLJ90805
ENSG00000105677	ENSG00000105677	TMEM147		NIFIE14, MGC1936
ENSG00000236144	ENSG00000236144	TMEM147-AS1		
ENSG00000168890	ENSG00000168890	TMEM150A	TMEM150	TM6P1, FLJ90024, TTN1
ENSG00000180061		TMEM150B	TMEM224	TTN2, DRAM3
ENSG00000249242	ENSG00000249242	TMEM150C		FLJ12993, TTN3
ENSG00000179292	ENSG00000179292	TMEM151A	TMEM151	MGC33486
ENSG00000178233	ENSG00000178233	TMEM151B	C6orf137, TMEM193	bA444E17.5
ENSG00000170006	ENSG00000170006	TMEM154		FLJ32028
ENSG00000164112	ENSG00000164112	TMEM155		FLJ30834
ENSG00000121895	ENSG00000121895	TMEM156		FLJ23235
ENSG00000249992	ENSG00000249992	TMEM158		RIS1, p40BBp
ENSG00000011638	ENSG00000011638	TMEM159		promethin
ENSG00000130748		TMEM160		FLJ20512
ENSG00000064545		TMEM161A		FLJ39645, FLJ20422
ENSG00000164180	ENSG00000164180	TMEM161B		MGC33214
ENSG00000247828	ENSG00000247828	TMEM161B-AS1		linc-POLR3G-8
ENSG00000237970	ENSG00000237970	TMEM161BP1		
ENSG00000152128	ENSG00000152128	TMEM163		DKFZP566N034, SV31
ENSG00000157600	ENSG00000157600	TMEM164		FLJ22679, RP13-360B22.2
ENSG00000134851	ENSG00000134851	TMEM165		TMPT27, TPARL, GDT1
ENSG00000174695	ENSG00000174695	TMEM167A	TMEM167	FLJ30508, MGC23909
ENSG00000226504	ENSG00000226504	TMEM167AP1		
ENSG00000215717	ENSG00000215717	TMEM167B	C1orf119	AD-020, FLJ90710
ENSG00000146802	ENSG00000146802	TMEM168		DKFZp564C012,FLJ13576
ENSG00000163449	ENSG00000163449	TMEM169		FLJ34263
ENSG00000166822	ENSG00000166822	TMEM170A	TMEM170	FLJ37611
ENSG00000205269	ENSG00000205269	TMEM170B		
ENSG00000157111	ENSG00000157111	TMEM171		PRP2
ENSG00000164325	ENSG00000164325	TMEM174		MGC13034, FLJ31268
ENSG00000127419	ENSG00000127419	TMEM175		MGC4618
ENSG00000002933	ENSG00000002933	TMEM176A		HCA112, MS4B1
ENSG00000106565	ENSG00000106565	TMEM176B		LR8, MS4B2
ENSG00000144120	ENSG00000144120	TMEM177		MGC10993
ENSG00000152154	ENSG00000152154	TMEM178A	TMEM178	MGC33926
ENSG00000261115	ENSG00000261115	TMEM178B		DKFZp547G036
ENSG00000258986	ENSG00000258986	TMEM179	C14orf90	FLJ42486, TMEM179A
ENSG00000185475	ENSG00000185475	TMEM179B		
ENSG00000146433	ENSG00000146433	TMEM181	KIAA1423, GPR178	
ENSG00000170417	ENSG00000170417	TMEM182		FLJ30294
ENSG00000163444	ENSG00000163444	TMEM183A	C1orf37	
ENSG00000227609	ENSG00000227609	TMEM183AP1		BPG126D10.10, OTTHUMG00000086663
ENSG00000224831	ENSG00000224831	TMEM183B		C1orf37-DUP
ENSG00000164855	ENSG00000164855	TMEM184A		MGC9712, SDMG1
ENSG00000198792	ENSG00000198792	TMEM184B	C22orf5	HS5O6A, DKFZP586A1024, FM08
ENSG00000164168	ENSG00000164168	TMEM184C	TMEM34	FLJ10846
ENSG00000269556	ENSG00000269556	TMEM185A	CXorf13, FAM11A	FRAXF
ENSG00000235254	ENSG00000235254	TMEM185AP1	TMEM185AL	
ENSG00000226479	ENSG00000226479	TMEM185B	FAM11B	FLJ20979
ENSG00000184857	ENSG00000184857	TMEM186	C16orf51	DKFZP564K2062
ENSG00000177854	ENSG00000177854	TMEM187	CXorf12	ITBA1, DXS9878E
ENSG00000240849	ENSG00000240849	TMEM189		Kua
ENSG00000124208	ENSG00000124208	TMEM189-UBE2V1		Kua-UEV, CROC-1B
ENSG00000160472		TMEM190		MDAC1
ENSG00000226287	ENSG00000226287	TMEM191A		DKFZp434N035, TMEM191AP
ENSG00000278558		TMEM191B		
ENSG00000206140	ENSG00000206140	TMEM191C		
ENSG00000170088	ENSG00000170088	TMEM192		FLJ38482
ENSG00000173452	ENSG00000173452	TMEM196		MGC42090
ENSG00000188760	ENSG00000188760	TMEM198		MGC99813, TMEM198A
ENSG00000182796	ENSG00000182796	TMEM198B		
ENSG00000244045	ENSG00000244045	TMEM199	C17orf32	MGC45714, VPH2, VMA12
ENSG00000164484	ENSG00000164484	TMEM200A	KIAA1913	TTMC
ENSG00000253304	ENSG00000253304	TMEM200B		TTMB
ENSG00000206432	ENSG00000206432	TMEM200C		TTMA
ENSG00000188807	ENSG00000188807	TMEM201		RP13-15M17.2, NET5, Ima1, SAMP1
ENSG00000187806	ENSG00000187806	TMEM202		FLJ27523
ENSG00000261423	ENSG00000261423	TMEM202-AS1		
ENSG00000187713	ENSG00000187713	TMEM203		MGC14327, HBEBP1
ENSG00000131634		TMEM204	C16orf30	FLJ20898, CLP24
ENSG00000105518		TMEM205		UNQ501, MBC3205
ENSG00000198398	ENSG00000198398	TMEM207		
ENSG00000168701	ENSG00000168701	TMEM208		HSPC171
ENSG00000146842	ENSG00000146842	TMEM209		FLJ14803, NET31
ENSG00000185863	ENSG00000185863	TMEM210		
ENSG00000206069	ENSG00000206069	TMEM211		bA9F11.1
ENSG00000186329	ENSG00000186329	TMEM212		FLJ23172
ENSG00000234717	ENSG00000234717	TMEM212-AS1		
ENSG00000235943	ENSG00000235943	TMEM212-IT1		
ENSG00000214128	ENSG00000214128	TMEM213		
ENSG00000119777	ENSG00000119777	TMEM214		FLJ20254
ENSG00000188133	ENSG00000188133	TMEM215		
ENSG00000187049	ENSG00000187049	TMEM216	CORS2, MKS2	MGC13379, HSPC244, JBTS2
ENSG00000172738	ENSG00000172738	TMEM217	C6orf128	dJ355M6.2
ENSG00000150433	ENSG00000150433	TMEM218		
ENSG00000149932	ENSG00000149932	TMEM219		IGFBP-3R
ENSG00000187824	ENSG00000187824	TMEM220		
ENSG00000263400	ENSG00000263400	TMEM220-AS1		
ENSG00000188051	ENSG00000188051	TMEM221		
ENSG00000186501	ENSG00000186501	TMEM222	C1orf160	DKFZP564D0478
	ENSG00000168569	TMEM223		MGC3196
ENSG00000204300	ENSG00000204300	TMEM225		PMP22CD, PPP1R154, SPATA47
ENSG00000244219	ENSG00000244219	TMEM225B		
ENSG00000234224	ENSG00000234224	TMEM229A		
ENSG00000198133	ENSG00000198133	TMEM229B	C14orf83	FLJ33387
ENSG00000089063	ENSG00000089063	TMEM230	C20orf30	HSPC274
ENSG00000205084	ENSG00000205084	TMEM231		FLJ22167, ALYE870, PRO1886, JBTS20, MKS11
ENSG00000262583	ENSG00000262583	TMEM231P1		
ENSG00000186952	ENSG00000186952	TMEM232		FLJ43080
ENSG00000224982	ENSG00000224982	TMEM233		IFITMD2, DSPB2
ENSG00000160055	ENSG00000160055	TMEM234	C1orf91	RP4-622L5, dJ622L5.7, FLJ90779
ENSG00000204278	ENSG00000204278	TMEM235		
ENSG00000148483	ENSG00000148483	TMEM236	FAM23B, FAM23A	bA16O1.2, bA162I21.2
ENSG00000155755	ENSG00000155755	TMEM237	ALS2CR4	JBTS14
ENSG00000233493	ENSG00000233493	TMEM238		
ENSG00000263429	ENSG00000263429	TMEM238L	LINC00675	
ENSG00000198326	ENSG00000198326	TMEM239		
ENSG00000205090	ENSG00000205090	TMEM240	C1orf70, SCA21	
ENSG00000134490	ENSG00000134490	TMEM241	C18orf45	MGC11386, FLJ44259
ENSG00000215712	ENSG00000215712	TMEM242	C6orf35	BM033
ENSG00000135185	ENSG00000135185	TMEM243	C7orf23	MGC4175, MM-TRAG
ENSG00000203756	ENSG00000203756	TMEM244	C6orf191	bA174C7.4
ENSG00000106771	ENSG00000106771	TMEM245	C9orf5	CG-2
ENSG00000225376	ENSG00000225376	TMEM246-AS1		
ENSG00000284701	ENSG00000284701	TMEM247		
ENSG00000106609	ENSG00000106609	TMEM248	C7orf42	FLJ10099, FLJ13090
ENSG00000249555	ENSG00000249555	TMEM248P1		
ENSG00000261587	ENSG00000261587	TMEM249		C8orfK29
ENSG00000238227	ENSG00000238227	TMEM250	C9orf69	bA83N9.1
ENSG00000153485	ENSG00000153485	TMEM251	C14orf109	DKFZP564F1123
ENSG00000249514	ENSG00000249514	TMEM251P1		
ENSG00000181778	ENSG00000181778	TMEM252	C9orf71	MGC34760
	ENSG00000226337	TMEM252-DT		
ENSG00000232070	ENSG00000232070	TMEM253	NCRNA00220, C14orf95, C14orf176	
ENSG00000133678	ENSG00000133678	TMEM254	C10orf57	FLJ13263, bA369J21.6
ENSG00000230091	ENSG00000230091	TMEM254-AS1		
ENSG00000125355	ENSG00000125355	TMEM255A	FAM70A	FLJ20716
ENSG00000184497	ENSG00000184497	TMEM255B	FAM70B	MGC20579
ENSG00000205544	ENSG00000205544	TMEM256	C17orf61	MGC40107
ENSG00000262481	ENSG00000262481	TMEM256-PLSCR3		
ENSG00000233197	ENSG00000233197	TMEM256P1		
ENSG00000226726	ENSG00000226726	TMEM256P2		
		TMEM257	CXorf1	
ENSG00000134825	ENSG00000134825	TMEM258	C11orf10	Kuduk, Kud
ENSG00000182087	ENSG00000182087	TMEM259	C19orf6	MGC4022, ASBABP1, MBRL
ENSG00000070269	ENSG00000070269	TMEM260	C14orf101	FLJ20392
ENSG00000270814	ENSG00000270814	TMEM261P1		
ENSG00000187066	ENSG00000187066	TMEM262		
ENSG00000151135	ENSG00000151135	TMEM263	C12orf23	MGC17943
	ENSG00000281991	TMEM265		
ENSG00000169758	ENSG00000169758	TMEM266	C15orf27	FLJ38190
ENSG00000151881	ENSG00000151881	TMEM267	C5orf28	FLJ21657
ENSG00000157693	ENSG00000157693	TMEM268	C9orf91	DKFZp547P234, FLJ38045
ENSG00000274386	ENSG00000274386	TMEM269		
		TMEM269-DT		
ENSG00000175877	ENSG00000175877	TMEM270	WBSCR28	MGC26719
ENSG00000273238	ENSG00000273238	TMEM271		
ENSG00000281106	ENSG00000281106	TMEM272	NCRNA00282, LINC00282	FLJ37307
ENSG00000204161	ENSG00000204161	TMEM273	C10orf128	Em:AC084727.5
ENSG00000283611	ENSG00000283611	TMEM274P		
ENSG00000282881	ENSG00000282881	TMEM275		
ENSG00000144747	ENSG00000144747	TMF1		ARA160, TMF
ENSG00000262235	ENSG00000262235	TMF1P1		
ENSG00000181585	ENSG00000181585	TMIE	DFNB6	
ENSG00000182271	ENSG00000182271	TMIGD1	TMIGD	UNQ9372
ENSG00000167664	ENSG00000167664	TMIGD2		MGC23244, CD28H, IGPR-1
ENSG00000121933	ENSG00000121933	TMIGD3		AD026
ENSG00000185973	ENSG00000185973	TMLHE		TMLH, FLJ10727, BBOX2, XAP130
ENSG00000224533	ENSG00000224533	TMLHE-AS1		
ENSG00000136842	ENSG00000136842	TMOD1	D9S57E, TMOD	ETMOD
ENSG00000128872	ENSG00000128872	TMOD2		NTMOD
ENSG00000138594	ENSG00000138594	TMOD3		UTMOD
ENSG00000163157	ENSG00000163157	TMOD4		Sk-Tmod
ENSG00000120802	ENSG00000120802	TMPO		TP, LAP2, LEMD4
ENSG00000257167	ENSG00000257167	TMPO-AS1		
ENSG00000229068	ENSG00000229068	TMPOP1	TMPOL1	Em:AB014080.3
ENSG00000262904	ENSG00000262904	TMPOP2		lncRNA-EBIC
ENSG00000188167	ENSG00000188167	TMPPE		FLJ45032
ENSG00000184012	ENSG00000184012	TMPRSS2		PRSS10
ENSG00000160183	ENSG00000160183	TMPRSS3	DFNB10, DFNB8	
ENSG00000137648	ENSG00000137648	TMPRSS4		TMPRSS3, MT-SP2
ENSG00000166682	ENSG00000166682	TMPRSS5		MGC141886, MGC148044
ENSG00000187045	ENSG00000187045	TMPRSS6		FLJ30744, MT2
ENSG00000176040	ENSG00000176040	TMPRSS7		
ENSG00000178297		TMPRSS9		
ENSG00000187054	ENSG00000187054	TMPRSS11A		ECRG1
ENSG00000185873	ENSG00000185873	TMPRSS11B		
ENSG00000250026	ENSG00000250026	TMPRSS11BNL		FLJ41562
ENSG00000232398	ENSG00000232398	TMPRSS11CP		
ENSG00000153802	ENSG00000153802	TMPRSS11D		
ENSG00000087128	ENSG00000087128	TMPRSS11E	TMPRSS11E2	DESC1
		TMPRSS11E2		
ENSG00000198092	ENSG00000198092	TMPRSS11F		FLJ16046
ENSG00000229009	ENSG00000229009	TMPRSS11GP		
ENSG00000186452	ENSG00000186452	TMPRSS12		MGC57341, CT151
ENSG00000137747	ENSG00000137747	TMPRSS13	TMPRSS11	MSPL
ENSG00000154646	ENSG00000154646	TMPRSS15	PRSS7	ENTK, MGC133046
		TMSB4		
		TMSB4L		dJ1071L10.1
ENSG00000205542	ENSG00000205542	TMSB4X	TMSB4	TB4X
ENSG00000236876	ENSG00000236876	TMSB4XP1	TMSL1	
ENSG00000188765	ENSG00000188765	TMSB4XP2	TMSL2	
ENSG00000223437	ENSG00000223437	TMSB4XP3		
ENSG00000223551	ENSG00000223551	TMSB4XP4	TMSL4	
		TMSB4XP5	TMSL5	
ENSG00000230043	ENSG00000230043	TMSB4XP6	TMSB4L, TMSL6	dJ1071L10.1
		TMSB4XP7	TMSL7	
ENSG00000187653	ENSG00000187653	TMSB4XP8	TMSL3	
ENSG00000154620	ENSG00000154620	TMSB4Y		TB4Y
ENSG00000034510	ENSG00000034510	TMSB10		TB10
ENSG00000228499	ENSG00000228499	TMSB10P1		
ENSG00000235211	ENSG00000235211	TMSB10P2		
ENSG00000158164	ENSG00000158164	TMSB15A	TMSL8	TMSNB
ENSG00000158427	ENSG00000158427	TMSB15B		MGC39900
