Ensembl ID(supplied by Ensembl)	Ensembl gene ID	Approved symbol	Previous symbols	Synonyms
ENSG00000259158	ENSG00000259158	ADAM20P1	C14orf55	
ENSG00000248574	ENSG00000248574	ADAM20P2		
ENSG00000249162	ENSG00000249162	ADAM20P3		
ENSG00000139985	ENSG00000139985	ADAM21		ADAM31
ENSG00000235812	ENSG00000235812	ADAM21P1	ADAM21P	
ENSG00000008277	ENSG00000008277	ADAM22		MDC2
ENSG00000114948	ENSG00000114948	ADAM23		MDC3
ENSG00000214607	ENSG00000214607	ADAM24P		
ENSG00000042980	ENSG00000042980	ADAM28		eMDCII, MDC-Lm, MDC-Ls, ADAM23
ENSG00000168594	ENSG00000168594	ADAM29		svph1, CT73
ENSG00000134249	ENSG00000134249	ADAM30		svph4
ENSG00000197140	ENSG00000197140	ADAM32		
ENSG00000149451	ENSG00000149451	ADAM33	C20orf153	DKFZp434K0521, dJ964F7.1
ENSG00000134028	ENSG00000134028	ADAMDEC1		M12.219
ENSG00000154734	ENSG00000154734	ADAMTS1		C3-C5, METH1, KIAA1346
ENSG00000087116	ENSG00000087116	ADAMTS2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI
ENSG00000156140	ENSG00000156140	ADAMTS3		KIAA0366, ADAMTS-4
ENSG00000158859	ENSG00000158859	ADAMTS4		KIAA0688, ADAMTS-2, ADMP-1
ENSG00000154736	ENSG00000154736	ADAMTS5		ADMP-2, ADAMTS11
ENSG00000049192	ENSG00000049192	ADAMTS6		ADAM-TS6
ENSG00000136378	ENSG00000136378	ADAMTS7		ADAM-TS7, DKFZp434H204
ENSG00000274376	ENSG00000274376	ADAMTS7P1	ADAMTS7P2	
		ADAMTS7P2		
ENSG00000261143	ENSG00000261143	ADAMTS7P3		
ENSG00000218052	ENSG00000218052	ADAMTS7P4		
ENSG00000134917	ENSG00000134917	ADAMTS8		METH2, FLJ41712, ADAM-TS8
ENSG00000163638	ENSG00000163638	ADAMTS9		KIAA1312
ENSG00000241158	ENSG00000241158	ADAMTS9-AS1		
ENSG00000241684	ENSG00000241684	ADAMTS9-AS2		
ENSG00000142303	ENSG00000142303	ADAMTS10		ADAM-TS10
ENSG00000151388	ENSG00000151388	ADAMTS12		
ENSG00000160323	ENSG00000160323	ADAMTS13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322
ENSG00000138316	ENSG00000138316	ADAMTS14		
ENSG00000166106	ENSG00000166106	ADAMTS15		
ENSG00000145536	ENSG00000145536	ADAMTS16		ADAMTS16s
ENSG00000140470	ENSG00000140470	ADAMTS17		FLJ32769, FLJ16363
ENSG00000140873	ENSG00000140873	ADAMTS18	ADAMTS21	
ENSG00000145808	ENSG00000145808	ADAMTS19		
ENSG00000249421	ENSG00000249421	ADAMTS19-AS1		RP11-346A9.1
ENSG00000173157	ENSG00000173157	ADAMTS20		GON-1
		ADAMTS21		
ENSG00000178031	ENSG00000178031	ADAMTSL1	C9orf94	ADAMTSR1, FLJ35283
ENSG00000197859	ENSG00000197859	ADAMTSL2		KIAA0605
ENSG00000156218	ENSG00000156218	ADAMTSL3		KIAA1233, punctin-2
ENSG00000143382	ENSG00000143382	ADAMTSL4	TSRC1	DKFZP434K1772
ENSG00000203804	ENSG00000203804	ADAMTSL4-AS1	C1orf138	FLJ45786
	ENSG00000237781	ADAMTSL4-AS2		
ENSG00000185761	ENSG00000185761	ADAMTSL5	THSD6	
ENSG00000105963	ENSG00000105963	ADAP1	CENTA1	GCS1L
ENSG00000184060	ENSG00000184060	ADAP2	CENTA2	
ENSG00000160710	ENSG00000160710	ADAR	IFI4, G1P1	ADAR1
ENSG00000197381	ENSG00000197381	ADARB1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d
ENSG00000185736	ENSG00000185736	ADARB2		RED2, hRED2, ADAR3
ENSG00000205696	ENSG00000205696	ADARB2-AS1	C10orf109, NCRNA00168	bA466B20.1
ENSG00000065457	ENSG00000065457	ADAT1		
ENSG00000189007	ENSG00000189007	ADAT2	DEADC1	dJ20N2.1, TAD2
ENSG00000213638	ENSG00000213638	ADAT3		TAD3
ENSG00000063761	ENSG00000063761	ADCK1		FLJ39600
ENSG00000133597	ENSG00000133597	ADCK2		MGC20727
ENSG00000173137	ENSG00000173137	ADCK5		FLJ35454
		ADCP1		
		ADCP2		
		ADCR		
ENSG00000164742	ENSG00000164742	ADCY1	DFNB44	AC1
ENSG00000078295	ENSG00000078295	ADCY2		HBAC2, KIAA1060, AC2
ENSG00000138031	ENSG00000138031	ADCY3		AC3
ENSG00000129467	ENSG00000129467	ADCY4		AC4
ENSG00000173175	ENSG00000173175	ADCY5		AC5
ENSG00000174233	ENSG00000174233	ADCY6		AC6
	ENSG00000257660	ADCY6-DT		
ENSG00000121281	ENSG00000121281	ADCY7		KIAA0037, AC7
ENSG00000155897	ENSG00000155897	ADCY8	ADCY3	HBAC1, AC8
ENSG00000162104	ENSG00000162104	ADCY9		AC9
ENSG00000143199	ENSG00000143199	ADCY10		SAC, Sacy, SACI, HCA2, RP1-313L4.2
ENSG00000161912	ENSG00000161912	ADCY10P1		
ENSG00000141433	ENSG00000141433	ADCYAP1		PACAP
ENSG00000078549	ENSG00000078549	ADCYAP1R1		PAC1, PACAPR, PAC1R
ENSG00000087274	ENSG00000087274	ADD1		
ENSG00000075340	ENSG00000075340	ADD2		ADDB
ENSG00000148700	ENSG00000148700	ADD3	ADDL	
ENSG00000203876	ENSG00000203876	ADD3-AS1		
		ADDL		
		ADFN		
ENSG00000118492	ENSG00000118492	ADGB	C6orf103	FLJ23121, dJ408K24.1, CAPN16
ENSG00000197177	ENSG00000197177	ADGRA1	GPR123	KIAA1828
ENSG00000256925	ENSG00000256925	ADGRA1-AS1	GPR123-AS1	
ENSG00000020181	ENSG00000020181	ADGRA2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390
ENSG00000152990	ENSG00000152990	ADGRA3	GPR125	FLJ38547, PGR21
ENSG00000181790	ENSG00000181790	ADGRB1	BAI1	
ENSG00000121753	ENSG00000121753	ADGRB2	BAI2	
ENSG00000135298	ENSG00000135298	ADGRB3	BAI3	KIAA0550
ENSG00000111452	ENSG00000111452	ADGRD1	GPR133	DKFZp434B1272, PGR25
ENSG00000256151	ENSG00000256151	ADGRD1-AS1		LACAT8
ENSG00000180264	ENSG00000180264	ADGRD2	GPR144	PGR24
ENSG00000174837	ENSG00000174837	ADGRE1	TM7LN3, EMR1	
ENSG00000127507	ENSG00000127507	ADGRE2	EMR2	CD312
ENSG00000131355	ENSG00000131355	ADGRE3	EMR3	
ENSG00000268758	ENSG00000268758	ADGRE4P	GPR127, EMR4, EMR4P	PGR16
ENSG00000123146	ENSG00000123146	ADGRE5	CD97	TM7LN1
ENSG00000153292	ENSG00000153292	ADGRF1	GPR110	hGPCR36, PGR19
ENSG00000164393	ENSG00000164393	ADGRF2	GPR111	hGPCR35, PGR20
ENSG00000173567	ENSG00000173567	ADGRF3	GPR113	hGPCR37, PGR23
ENSG00000153294	ENSG00000153294	ADGRF4	GPR115	FLJ38076, PGR18
ENSG00000069122	ENSG00000069122	ADGRF5	GPR116	DKFZp564O1923, KIAA0758
	ENSG00000225730	ADGRF5-AS1		
ENSG00000227582	ENSG00000227582	ADGRF5P1	GPR116P1	
ENSG00000204818	ENSG00000204818	ADGRF5P2	GPR116P2	
ENSG00000205336	ENSG00000205336	ADGRG1	GPR56	TM7LN4, TM7XN1
ENSG00000173698	ENSG00000173698	ADGRG2	GPR64	HE6, TM7LN2, EDDM6
ENSG00000182885	ENSG00000182885	ADGRG3	GPR97	Pb99, PGR26
ENSG00000156920	ENSG00000156920	ADGRG4	GPR112	RP1-299I16, PGR17
ENSG00000159618	ENSG00000159618	ADGRG5	GPR114	PGR27
ENSG00000112414	ENSG00000112414	ADGRG6	GPR126	FLJ14937
ENSG00000144820	ENSG00000144820	ADGRG7	GPR128	FLJ14454
ENSG00000072071	ENSG00000072071	ADGRL1	LPHN1	KIAA0821, CIRL1, LEC2
ENSG00000117114	ENSG00000117114	ADGRL2	LPHH1, LPHN2	KIAA0786, LEC1
ENSG00000150471	ENSG00000150471	ADGRL3	LPHN3	KIAA0768, LEC3
ENSG00000248692	ENSG00000248692	ADGRL3-AS1	LPHN3-AS1	
ENSG00000162618	ENSG00000162618	ADGRL4	ELTD1	ETL
ENSG00000164199	ENSG00000164199	ADGRV1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1
ENSG00000187758	ENSG00000187758	ADH1A	ADH1	
ENSG00000196616	ENSG00000196616	ADH1B	ADH2	
ENSG00000248144	ENSG00000248144	ADH1C	ADH3	
ENSG00000198099	ENSG00000198099	ADH4		ADH-2
ENSG00000197894	ENSG00000197894	ADH5	FDH	ADH-3, ADHX, GSNOR
		ADH5P1		ADH-3P1
ENSG00000232676	ENSG00000232676	ADH5P2		
ENSG00000223694	ENSG00000223694	ADH5P3		
ENSG00000233859	ENSG00000233859	ADH5P4	ADH5B	bA707M13.2
ENSG00000172955	ENSG00000172955	ADH6		ADH-5
ENSG00000196344	ENSG00000196344	ADH7		ADH-4
ENSG00000147576	ENSG00000147576	ADHFE1		ADHFe1, FLJ32430
ENSG00000182551	ENSG00000182551	ADI1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD
ENSG00000235102	ENSG00000235102	ADI1P1		
ENSG00000250684	ENSG00000250684	ADI1P2		
ENSG00000258369	ENSG00000258369	ADI1P3		
ENSG00000182035	ENSG00000182035	ADIG		MGC39724, SMAF1, RP5-1100H13.2
ENSG00000181092	ENSG00000181092	ADIPOQ	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin
ENSG00000226482	ENSG00000226482	ADIPOQ-AS1		
ENSG00000159346	ENSG00000159346	ADIPOR1		PAQR1, ACDCR1
ENSG00000232497	ENSG00000232497	ADIPOR1P1		
ENSG00000258805	ENSG00000258805	ADIPOR1P2		
ENSG00000006831	ENSG00000006831	ADIPOR2		PAQR2, ACDCR2
		ADIR		FLJ22345, ADIR2
ENSG00000148671	ENSG00000148671	ADIRF	C10orf116	APM2, AFRO
ENSG00000272734	ENSG00000272734	ADIRF-AS1		
ENSG00000156110	ENSG00000156110	ADK		AK
		ADL		
ENSG00000148926	ENSG00000148926	ADM		AM
ENSG00000128165	ENSG00000128165	ADM2		AM2, FLJ21135
ENSG00000224420	ENSG00000224420	ADM5	C19orf76	AM5
		ADMLX		
		ADMLY		
ENSG00000101126	ENSG00000101126	ADNP		KIAA0784, ADNP1
ENSG00000259456	ENSG00000259456	ADNP-AS1		
ENSG00000101544	ENSG00000101544	ADNP2	ZNF508	KIAA0863
ENSG00000181915	ENSG00000181915	ADO	C10orf22	FLJ14547
ENSG00000163485	ENSG00000163485	ADORA1		RDC7
ENSG00000128271	ENSG00000128271	ADORA2A	ADORA2	RDC8
ENSG00000178803	ENSG00000178803	ADORA2A-AS1	C22orf45	FLJ34651
ENSG00000170425	ENSG00000170425	ADORA2B		
ENSG00000236136	ENSG00000236136	ADORA2BP1	ADORA2BP	
		ADORA2L1	ADORA2L	
		ADORA2L2		
ENSG00000282608	ENSG00000282608	ADORA3		AD026
ENSG00000159322	ENSG00000159322	ADPGK		DKFZp434B195, ADP-GK
ENSG00000260898	ENSG00000260898	ADPGK-AS1		
ENSG00000144843	ENSG00000144843	ADPRH		ARH1
ENSG00000153531	ENSG00000153531	ADPRHL1		ARH2
ENSG00000116863	ENSG00000116863	ADPRHL2		ARH3, FLJ20446
ENSG00000170222	ENSG00000170222	ADPRM	C17orf48	MDS006
ENSG00000120907	ENSG00000120907	ADRA1A	ADRA1C	ADRA1L1
ENSG00000170214	ENSG00000170214	ADRA1B		
		ADRA1C		
ENSG00000171873	ENSG00000171873	ADRA1D		ADRA1R, ADRA1A, ADRA1
ENSG00000150594	ENSG00000150594	ADRA2A	ADRA2, ADRA2R	ADRAR
ENSG00000274286	ENSG00000274286	ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1
ENSG00000184160	ENSG00000184160	ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2
		ADRA2L1		
ENSG00000043591	ENSG00000043591	ADRB1	ADRB1R	
ENSG00000169252	ENSG00000169252	ADRB2	ADRB2R	ADRBR, BAR, B2AR
		ADRB2RL1		
ENSG00000188778	ENSG00000188778	ADRB3		
ENSG00000130706	ENSG00000130706	ADRM1		GP110, Rpn13, ARM1
ENSG00000239900	ENSG00000239900	ADSL		
ENSG00000185100	ENSG00000185100	ADSS1	ADSSL1	FLJ38602
ENSG00000035687	ENSG00000035687	ADSS2	ADSS	
		ADT		
		ADTAA		
		ADTAB		
		ADTB1		
		ADTB2		
		ADTG		
ENSG00000111863	ENSG00000111863	ADTRP	C6orf105	dJ413H6.1, AIG1L
		AE1		
		AE2		
ENSG00000106624	ENSG00000106624	AEBP1		ACLP
ENSG00000139154	ENSG00000139154	AEBP2		MGC17922
		AEMK		
ENSG00000181026	ENSG00000181026	AEN	ISG20L1	FLJ12484, FLJ12562
		AEPLC		
		AEZ		
		AF8T		
		AFA		
ENSG00000196526	ENSG00000196526	AFAP1		AFAP-110, AFAP
ENSG00000272620	ENSG00000272620	AFAP1-AS1	AFAP1AS, AFAP1-AS	MGC10981
ENSG00000157510	ENSG00000157510	AFAP1L1		FLJ36748
ENSG00000169129	ENSG00000169129	AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130
		AFCP		
		AFD1		
ENSG00000130396	ENSG00000130396	AFDN	MLLT4	AF-6, AF6
ENSG00000198221	ENSG00000198221	AFDN-DT	C6orf124, MLLT4-AS1, AFDN-AS1	HGC6.4, dJ431P23.3
ENSG00000172493	ENSG00000172493	AFF1	PBM1, MLLT2	AF-4, AF4
		AFF1-AS1		
ENSG00000155966	ENSG00000155966	AFF2	FMR2	FRAXE
ENSG00000223516	ENSG00000223516	AFF2-IT1		
ENSG00000144218	ENSG00000144218	AFF3	LAF4	MLLT2-like
ENSG00000072364	ENSG00000072364	AFF4		AF5Q31, MCEF
ENSG00000135537	ENSG00000135537	AFG1L	LACE1	AFG1
		AFG3		
ENSG00000223959	ENSG00000223959	AFG3L1P	AFG3, AFG3L1	
ENSG00000141385	ENSG00000141385	AFG3L2	SCA28	SPAX5
ENSG00000253606	ENSG00000253606	AFG3L2P1	AFG3L2P	
ENSG00000079557	ENSG00000079557	AFM		ALB2, ALBA
ENSG00000183077	ENSG00000183077	AFMID		DKFZp686F03259, KF
ENSG00000081051	ENSG00000081051	AFP	HPAFP	FETA
ENSG00000119844	ENSG00000119844	AFTPH		MGC33965, FLJ20080, FLJ23793, Nbla10388
ENSG00000038002	ENSG00000038002	AGA		ASRG
ENSG00000157985	ENSG00000157985	AGAP1	CENTG2	KIAA1099, GGAP1
ENSG00000235529	ENSG00000235529	AGAP1-IT1		
ENSG00000135439	ENSG00000135439	AGAP2	CENTG1	
ENSG00000255737	ENSG00000255737	AGAP2-AS1		LOC100130776, PUNISHER
ENSG00000133612	ENSG00000133612	AGAP3	CENTG3	
ENSG00000188234	ENSG00000188234	AGAP4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2
ENSG00000172650	ENSG00000172650	AGAP5	CTGLF2	Em:AC073389.1
ENSG00000204149	ENSG00000204149	AGAP6	CTGLF3	bA324H6.1
ENSG00000264204	ENSG00000264204	AGAP7P	CTGLF4, AGAP7	bA109G10.1
		AGAP8	CTGLF5	
ENSG00000204172	ENSG00000204172	AGAP9	CTGLF6	bA301J7.2, FLJ00312
		AGAP10	CTGLF7	bA144G6.2
ENSG00000230869	ENSG00000230869	AGAP10P	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2
ENSG00000271880	ENSG00000271880	AGAP11		KIAA1975
ENSG00000265018	ENSG00000265018	AGAP12P	CTGLF12P	bA164N7.2
ENSG00000243289	ENSG00000243289	AGAP13P	CTGLF9P	bA548K23.1
ENSG00000279058	ENSG00000279058	AGAP14P	CTGLF11P, AGAP14	bA145E20.1
ENSG00000273540	ENSG00000273540	AGBL1		FLJ32310, CCP4
ENSG00000260125	ENSG00000260125	AGBL1-AS1		
ENSG00000165923	ENSG00000165923	AGBL2		FLJ23598, CCP2
ENSG00000146856	ENSG00000146856	AGBL3		MGC32955, CCP3
ENSG00000186094	ENSG00000186094	AGBL4		FLJ14442, CCP6
	ENSG00000230114	AGBL4-AS1		
ENSG00000225623	ENSG00000225623	AGBL4-IT1		
ENSG00000084693	ENSG00000084693	AGBL5		FLJ21839, CCP5
ENSG00000231636	ENSG00000231636	AGBL5-AS1		
ENSG00000229122	ENSG00000229122	AGBL5-IT1		
ENSG00000204305	ENSG00000204305	AGER		RAGE, SCARJ1
ENSG00000173744	ENSG00000173744	AGFG1	HRB	RIP, RAB
ENSG00000106351	ENSG00000106351	AGFG2	HRBL	RABR
ENSG00000164252	ENSG00000164252	AGGF1		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7
ENSG00000214273	ENSG00000214273	AGGF1P1		
ENSG00000233435	ENSG00000233435	AGGF1P2		
ENSG00000241532	ENSG00000241532	AGGF1P3		
ENSG00000261689	ENSG00000261689	AGGF1P4		
ENSG00000260680	ENSG00000260680	AGGF1P5		
ENSG00000259836	ENSG00000259836	AGGF1P6		
ENSG00000260994	ENSG00000260994	AGGF1P7		
ENSG00000261752	ENSG00000261752	AGGF1P8		
ENSG00000260427	ENSG00000260427	AGGF1P9		
ENSG00000282968	ENSG00000282968	AGGF1P10		
ENSG00000006530	ENSG00000006530	AGK	MULK	FLJ10842
ENSG00000226555	ENSG00000226555	AGKP1		AGKY1
ENSG00000162688	ENSG00000162688	AGL		
ENSG00000116771	ENSG00000116771	AGMAT		FLJ23384
ENSG00000187546	ENSG00000187546	AGMO	TMEM195	FLJ16237
		AGMX1		
		AGMX2		
ENSG00000092847	ENSG00000092847	AGO1	EIF2C1	hAGO1
ENSG00000123908	ENSG00000123908	AGO2	EIF2C2, CASC7	hAGO2, Q10, LINC00980
ENSG00000126070	ENSG00000126070	AGO3	EIF2C3	hAGO3, FLJ12765
ENSG00000134698	ENSG00000134698	AGO4	EIF2C4	hAGO4, KIAA1567, FLJ20033
ENSG00000204310	ENSG00000204310	AGPAT1		LPAAT-alpha
ENSG00000169692	ENSG00000169692	AGPAT2	BSCL	LPAAT-beta
ENSG00000160216	ENSG00000160216	AGPAT3		LPAAT-gamma, LPAAT3
ENSG00000026652	ENSG00000026652	AGPAT4		LPAAT-delta, dJ473J16.2
ENSG00000279355	ENSG00000279355	AGPAT4-IT1	C6orf59, NCRNA00241	FLJ23112
ENSG00000155189	ENSG00000155189	AGPAT5		FLJ11210, LPAAT-e, LPAAT-epsilon
ENSG00000234652	ENSG00000234652	AGPAT5P1		
ENSG00000018510	ENSG00000018510	AGPS		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S
ENSG00000106541	ENSG00000106541	AGR2		XAG-2, HAG-2, AG2, PDIA17
ENSG00000173467	ENSG00000173467	AGR3		HAG3, hAG-3, BCMP11, PDIA18
ENSG00000188157	ENSG00000188157	AGRN	AGRIN	
ENSG00000159723	ENSG00000159723	AGRP		Agrt, ART, ASIP2
		AGS		
		AGS1	AGS1	
		AGS2	AGS2	
ENSG00000135744	ENSG00000135744	AGT	SERPINA8	
		AGTBP		
		AGTIL		
ENSG00000135049	ENSG00000135049	AGTPBP1		KIAA1035, Nna1, CCP1
ENSG00000144891	ENSG00000144891	AGTR1	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B
		AGTR1B		AT2R1B
ENSG00000180772	ENSG00000180772	AGTR2		AT2, MRX88
ENSG00000177674	ENSG00000177674	AGTRAP		ATRAP
		AGTRL2		
ENSG00000172482	ENSG00000172482	AGXT	SPAT	AGXT1, PH1, AGT, SPT, AGT1
ENSG00000113492	ENSG00000113492	AGXT2		AGT2
		AHC		
ENSG00000153207	ENSG00000153207	AHCTF1		ELYS
		AHCTF1P1	AHCTF1P	ELYS-like
ENSG00000101444	ENSG00000101444	AHCY		SAHH
ENSG00000168710	ENSG00000168710	AHCYL1		XPVKONA, IRBIT, PPP1R78
ENSG00000158467	ENSG00000158467	AHCYL2		KIAA0828, long-IRBIT, IRBIT2
		AHCYP1		
ENSG00000238181	ENSG00000238181	AHCYP2		
ENSG00000233955	ENSG00000233955	AHCYP3		
ENSG00000232992	ENSG00000232992	AHCYP4		
ENSG00000213107	ENSG00000213107	AHCYP5		
		AHCYP6		
ENSG00000259465	ENSG00000259465	AHCYP7		
ENSG00000242529	ENSG00000242529	AHCYP8		
ENSG00000126705	ENSG00000126705	AHDC1		DJ159A19.3, RP1-159A19.1
		AHDS		
ENSG00000135541	ENSG00000135541	AHI1		FLJ20069, ORF1, JBTS3
ENSG00000124942	ENSG00000124942	AHNAK		MGC5395
ENSG00000185567	ENSG00000185567	AHNAK2	C14orf78	
ENSG00000106546	ENSG00000106546	AHR		bHLHe76
	ENSG00000063438	AHRR	AHH, AHHR	KIAA1234, bHLHe77
ENSG00000100591	ENSG00000100591	AHSA1	C14orf3	p38, Aha1, hAha1
ENSG00000173209	ENSG00000173209	AHSA2P	AHSA2	DKFZp564C236, Hch1, AHA1
ENSG00000145192	ENSG00000145192	AHSG		FETUA, A2HS, HSGA
ENSG00000169877	ENSG00000169877	AHSP	ERAF	EDRF
		AIC		
ENSG00000111732	ENSG00000111732	AICDA		HIGM2, CDA2, ARP2, AID
ENSG00000186063	ENSG00000186063	AIDA	C1orf80	FLJ12806
		AIED		OA2
ENSG00000204472	ENSG00000204472	AIF1		IRT-1, AIF-1, Em:AF129756.17, IBA1
ENSG00000126878	ENSG00000126878	AIF1L	C9orf58	IBA2, FLJ12783
ENSG00000156709	ENSG00000156709	AIFM1	PDCD8, NAMSD, AUNX1	AIF, CMTX4, DFNX5
ENSG00000225509	ENSG00000225509	AIFM1P1		
ENSG00000042286	ENSG00000042286	AIFM2	AMID	FLJ14497, PRG3
ENSG00000183773	ENSG00000183773	AIFM3		AIFL, FLJ30473
ENSG00000146416	ENSG00000146416	AIG1		dJ95L4.1, AIG-1, FLJ10485
ENSG00000249089	ENSG00000249089	AIG1P1		
		AIH1		
		AIH2		ADAI
		AIH3		
ENSG00000163568	ENSG00000163568	AIM2		PYHIN4
ENSG00000164022	ENSG00000164022	AIMP1	SCYE1	EMAPII, EMAP-2, p43
ENSG00000234187	ENSG00000234187	AIMP1P1	SCYE1P	bA400P21.1
ENSG00000227177	ENSG00000227177	AIMP1P2		
ENSG00000106305	ENSG00000106305	AIMP2		p38, PRO0992, JTV-1, JTV1
ENSG00000110711	ENSG00000110711	AIP		XAP2, ARA9, FKBP16
ENSG00000129221	ENSG00000129221	AIPL1	LCA4	
ENSG00000160224	ENSG00000160224	AIRE	APECED	PGA1, APS1
ENSG00000268257	ENSG00000268257	AIRN		AIR, NCRNA00088, IGF2RAS, IGF2R-AS1
		AIS1		
		AIS2		
		AIS3		
ENSG00000196581	ENSG00000196581	AJAP1		SHREW1, SHREW-1, MOT8
ENSG00000232434	ENSG00000232434	AJM1	C9orf172	ajm-1
ENSG00000129474	ENSG00000129474	AJUBA	JUB	MGC15563
ENSG00000106992	ENSG00000106992	AK1		
ENSG00000004455	ENSG00000004455	AK2		
		AK2P1		AK2B
ENSG00000242272	ENSG00000242272	AK2P2		
ENSG00000147853	ENSG00000147853	AK3	AK6, AK3L1	AKL3L1
ENSG00000250115	ENSG00000250115	AK3P2		HsT26053
ENSG00000230042	ENSG00000230042	AK3P3		
ENSG00000248722	ENSG00000248722	AK3P4		
ENSG00000228816	ENSG00000228816	AK3P5		
		AK3P6		
ENSG00000162433	ENSG00000162433	AK4	AK3, AK3L1	
ENSG00000263535	ENSG00000263535	AK4P1	AK3P1	
ENSG00000249410	ENSG00000249410	AK4P2		
ENSG00000233381	ENSG00000233381	AK4P3	AK3L2	AK3L2P
ENSG00000223621	ENSG00000223621	AK4P4		
ENSG00000217377	ENSG00000217377	AK4P5		
ENSG00000235606	ENSG00000235606	AK4P6		
ENSG00000154027	ENSG00000154027	AK5		
ENSG00000085231	ENSG00000085231	AK6		CINAP
		AK6		
ENSG00000256614	ENSG00000256614	AK6P1		
ENSG00000257173	ENSG00000257173	AK6P2		
ENSG00000140057	ENSG00000140057	AK7		FLJ32864
ENSG00000165695	ENSG00000165695	AK8	C9orf98	FLJ32704
ENSG00000155085	ENSG00000155085	AK9	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954
ENSG00000231824	ENSG00000231824	AKAIN1	C18orf42	
ENSG00000121057	ENSG00000121057	AKAP1	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17
ENSG00000241978	ENSG00000241978	AKAP2	PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716, MISP2
ENSG00000111254	ENSG00000111254	AKAP3		FSP95, SOB1, AKAP110, CT82
ENSG00000147081	ENSG00000147081	AKAP4		p82, hAKAP82, AKAP82, Fsc1, HI, CT99
ENSG00000179841	ENSG00000179841	AKAP5		AKAP75, AKAP79
ENSG00000151320	ENSG00000151320	AKAP6		KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6
ENSG00000118507	ENSG00000118507	AKAP7		AKAP18, AKAP15
ENSG00000105127	ENSG00000105127	AKAP8		AKAP95, DKFZp586B1222
ENSG00000011243	ENSG00000011243	AKAP8L		NAKAP95, HAP95
ENSG00000234146	ENSG00000234146	AKAP8P1		
ENSG00000127914	ENSG00000127914	AKAP9		KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11
ENSG00000108599	ENSG00000108599	AKAP10		D-AKAP2, PRKA10, MGC9414
ENSG00000023516	ENSG00000023516	AKAP11		KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44
		AKAP11-IT1		
ENSG00000131016	ENSG00000131016	AKAP12		AKAP250, SSeCKS
ENSG00000170776	ENSG00000170776	AKAP13	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13
ENSG00000186471	ENSG00000186471	AKAP14		AKAP28
ENSG00000197976	ENSG00000197976	AKAP17A	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133
ENSG00000214992	ENSG00000214992	AKAP17BP	AKAP16B, AKAP16BP	
		AKD2	C6orf199	dJ70A9.1, MGC26954
ENSG00000166452	ENSG00000166452	AKIP1	C11orf17	BCA3
ENSG00000174574	ENSG00000174574	AKIRIN1	C1orf108	FLJ12666
ENSG00000257786	ENSG00000257786	AKIRIN1P1		
ENSG00000228125	ENSG00000228125	AKIRIN1P2		
ENSG00000135334	ENSG00000135334	AKIRIN2	C6orf166	FLJ10342, dJ486L4.2
		AKIRIN2-AS1	NCRNA00120	PRO2266
ENSG00000251482	ENSG00000251482	AKIRIN2P1		
ENSG00000106948	ENSG00000106948	AKNA		KIAA1968
ENSG00000162641	ENSG00000162641	AKNAD1	C1orf62	MGC26989
ENSG00000117448	ENSG00000117448	AKR1A1		ALR, DD3
ENSG00000085662	ENSG00000085662	AKR1B1	ALDR1	AR
ENSG00000229991	ENSG00000229991	AKR1B1P1	ALDRL1	
ENSG00000213452	ENSG00000213452	AKR1B1P2	ALDRP	
ENSG00000213785	ENSG00000213785	AKR1B1P3	ALDRL3	
ENSG00000237876	ENSG00000237876	AKR1B1P4	ALDRL4	
		AKR1B1P5	AKR1B1P	
